food_id,food_name_en,ingredients_en,,description_en,,main_category_en,calorie_category,rating_avg,calories_per_100g,fats_per_100g,protein_per_100g,carbs_per_100g
1813,Soup Sausage spicy,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Meat,High,4.8,301,25.6,17.9,1.8
1818,Beef Liver in the oven,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Meat,High,4.4,172,6.5,24.5,0.9
1827,Stuffed Beef fried,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,High,4.1,99,2.8,2,16.8
1843,Kofta Beef Alexandrian style,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Meat,High,3.6,177,4.7,9.8,22.8
1874,Okra Potato Alexandrian style,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4.7,93,0.1,2.5,21.2
1899,Salad Onion baladi,"Onion, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Onion, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.4,40,0.5,1,9
1903,Sandwich Liver grilled,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Meat,High,4,172,6.5,24.5,0.9
1907,Koshari Spinach baladi,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.8,140,3.3,4.3,23.3
1910,Tagine Sausage grilled,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Meat,High,3.7,301,25.6,17.9,1.8
1935,Okra Potato fried,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,3.7,267,12.8,3.3,35.7
1939,Soup Sausage baladi,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,High,4.6,301,25.6,17.9,1.8
1940,Tagine Beef fried,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,High,3.6,228,14.2,16.8,9.7
1954,Soup Tomato spicy,"Tomato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Low,3.9,58,1.5,1.5,9.5
1959,Salad Chicken Alexandrian style,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Poultry,Medium,4.4,187,7.4,28.3,0
1960,Tagine Sausage fried,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,High,4,301,25.6,17.9,1.8
2003,Beef Liver with onion,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Meat,Medium,4.7,170,7.5,23,4
2027,Tagine Sausage Alexandrian style,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Meat,High,4.2,301,25.6,17.9,1.8
2030,Tagine Shrimp grilled,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Seafood,Medium,3.6,198,9.3,26.4,0.8
2035,Soup Potato with sauce,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,4.4,93,0.1,2.5,21.2
2038,Tray Bake Sausage in the oven,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Meat,High,3.6,301,25.6,17.9,1.8
2066,Okra Fava Beans Alexandrian style,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,3.6,110,0.7,7.6,19.7
2069,Salad Onion grilled,"Onion, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Onion, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Vegetarian,Low,4.8,198,9.3,26.4,0.8
2087,Kebab Beef with sauce,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Meat,High,3.9,258,16.5,25.6,0
2095,Okra Lentils Alexandrian style,"Lentils, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Lentils, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,3.6,142,7.1,14.8,9.7
2140,Molokhia Fava Beans grilled,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Vegetarian,Low,3.7,35,0.2,3.5,6.5
2153,Tray Bake Spinach baladi,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.6,75,3.5,4.5,6.5
2159,Tray Bake Sausage baladi,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,High,4.5,301,25.6,17.9,1.8
2169,Salad Fava Beans baladi,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.4,110,0.7,7.6,19.7
2200,Soup Potato Alexandrian style,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4.8,93,0.1,2.5,21.2
2219,Moussaka Potato Alexandrian style,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,3.6,93,0.1,2.5,21.2
2258,Tray Bake Chicken fried,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Poultry,Medium,4.9,246,12.1,30.6,2.8
2262,Tray Bake Shrimp Alexandrian style,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Seafood,Medium,3.7,99,0.3,24,0.2
2270,Tray Bake Shrimp spicy,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Seafood,Medium,4.4,99,0.3,24,0.2
2282,Stuffed Okra with sauce,"Okra, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Okra, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,4.6,142,7.1,14.8,9.7
2294,Moussaka Potato spicy,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Medium,3.8,145,6,3.5,20
2296,Stuffed Zucchini Alexandrian style,"Zucchini, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Zucchini, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4,99,2.8,2,16.8
2319,Tray Bake Spinach with sauce,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,3.9,78,4,4.5,7
2320,Soup Garlic with sauce,"Garlic, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Garlic, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,4.3,65,2.5,2.5,8
2326,Stuffed Zucchini baladi,"Zucchini, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Zucchini, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.5,99,2.8,2,16.8
2333,Molokhia Potato with sauce,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,4.1,93,0.1,2.5,21.2
2336,Koshari Spinach fried,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.4,140,3.3,4.3,23.3
2340,Tray Bake Potato spicy,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Medium,4.7,155,5.5,3,24
2354,Fava Beans Onion baladi,"Onion, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Onion, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.5,110,0.7,7.6,19.7
2360,Tray Bake Liver grilled,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Meat,Medium,4.4,160,6,24.5,2.5
2374,Soup Liver with sauce,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Meat,Medium,3.9,100,4.5,10.5,4.5
2376,Molokhia Fava Beans baladi,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,3.6,35,0.2,3.5,6.5
2425,Fava Beans Shrimp spicy,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Seafood,Medium,4.4,110,0.7,7.6,19.7
2436,Soup Beef baladi,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,High,4.1,217,11.2,27.3,0
2439,Tagine Liver Alexandrian style,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Meat,Medium,4.1,175,8,23,4
2441,Kebab Beef Alexandrian style,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Meat,High,3.6,258,16.5,25.6,0
2444,Tagine Liver with sauce,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Meat,Medium,3.7,178,8.5,22.5,4.5
2445,Koshari Sausage in the oven,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Meat,High,3.6,140,3.3,4.3,23.3
2447,Tray Bake Shrimp with sauce,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Seafood,Medium,4.3,99,0.3,24,0.2
2450,Moussaka Sausage fried,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,High,3.8,301,25.6,17.9,1.8
2457,Salad Fava Beans grilled,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Vegetarian,Low,4.4,110,0.7,7.6,19.7
2467,Fava Beans Shrimp with sauce,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Seafood,Medium,4.6,110,0.7,7.6,19.7
2486,Tagine Chicken baladi,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Poultry,Medium,3.6,187,7.4,28.3,0
2489,Soup Onion baladi,"Onion, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Onion, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4,65,2,2,9.5
2503,Tray Bake Shrimp in the oven,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Seafood,Medium,3.6,99,0.3,24,0.2
2534,Moussaka Sausage with onion,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Meat,High,4.8,301,25.6,17.9,1.8
2543,Stuffed Tomato spicy,"Tomato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Vegetarian,Low,3.6,99,2.8,2,16.8
2557,Tagine Shrimp baladi,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Seafood,Medium,4.1,99,0.3,24,0.2
2598,Soup Lentils baladi,"Lentils, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Lentils, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.4,95,1,6.5,16
2616,Tagine Potato with onion,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Vegetarian,Low,4.2,93,0.1,2.5,21.2
2689,Soup Rice baladi,"Rice, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,3.7,88,1,2.5,17.5
2691,Tray Bake Chicken Alexandrian style,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Poultry,Medium,4,187,7.4,28.3,0
2722,Molokhia Fava Beans Alexandrian style,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4.6,35,0.2,3.5,6.5
2730,Okra Tomato with onion,"Tomato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Vegetarian,Low,4.9,142,7.1,14.8,9.7
2750,Okra Lentils with sauce,"Lentils, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Lentils, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,4.4,142,7.1,14.8,9.7
2760,Molokhia Rice Alexandrian style,"Rice, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,4.8,35,0.2,3.5,6.5
2772,Salad Chicken in the oven,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Poultry,Medium,3.6,187,7.4,28.3,0
2784,Soup Okra baladi,"Okra, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Okra, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4,142,7.1,14.8,9.7
2796,Soup Peas with sauce,"Peas, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Peas, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,4.1,84,0.2,5.4,15.6
2799,Soup Liver fried,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,Medium,4.5,105,5,10.5,4.5
2804,Kebab Beef grilled,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",,Meat,High,4.7,258,16.5,25.6,0
2808,Soup Tomato with onion,"Tomato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Vegetarian,Low,4.6,52,1.5,1.5,8.5
2809,Moussaka Beef Alexandrian style,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Meat,High,4.2,217,11.2,27.3,0
2812,Koshari Spinach with onion,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Vegetarian,Low,3.8,140,3.3,4.3,23.3
2848,Stuffed Spinach baladi,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.8,99,2.8,2,16.8
2857,Molokhia Liver fried,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,Low,4.4,95,4.5,6.5,7
2861,Soup Zucchini fried,"Zucchini, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Zucchini, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4,228,14.2,16.8,9.7
2876,Kebab Sausage baladi,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,High,4.8,258,16.5,25.6,0
2882,Okra Tomato fried,"Tomato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.2,142,7.1,14.8,9.7
2894,Koshari Lentils in the oven,"Lentils, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Lentils, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Vegetarian,Low,4.6,140,3.3,4.3,23.3
2900,Beef Liver Alexandrian style,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Meat,Medium,4.7,165,6.5,24,3.5
2912,Kebab Beef spicy,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Meat,High,3.9,258,16.5,25.6,0
2920,Beef Liver baladi,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,High,4.5,172,6.5,24.5,0.9
2932,Tray Bake Beef spicy,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Meat,High,3.8,217,11.2,27.3,0
2952,Salad Rice baladi,"Rice, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Medium,4.6,150,3,3.5,27.5
2955,Kebab Beef fried,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Meat,High,4.5,258,16.5,25.6,0
2971,Soup Shrimp with sauce,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Seafood,Medium,4,99,0.3,24,0.2
2974,Moussaka Chicken fried,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Poultry,Medium,4.7,246,12.1,30.6,2.8
2999,Tray Bake Fish baladi,"Fish, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fish, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Seafood,Medium,3.9,116,2.6,22,1.7
3029,Molokhia Peas Alexandrian style,"Peas, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Peas, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Low,3.6,35,0.2,3.5,6.5
3083,Tagine Beef baladi,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Meat,Medium,4.1,228,13,21,3.5
3089,Koshari Rice fried,"Rice, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4,140,3.3,4.3,23.3
3093,Stuffed Okra baladi,"Okra, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Okra, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.6,142,7.1,14.8,9.7
3104,Molokhia Sausage Alexandrian style,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Meat,High,4.7,35,0.2,3.5,6.5
3111,Fava Beans Shrimp fried,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Seafood,Medium,4.2,110,0.7,7.6,19.7
3123,Fava Beans Beef with sauce,"Beef, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Meat,High,4.3,110,0.7,7.6,19.7
3142,Salad Onion in the oven,"Onion, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Onion, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",,Vegetarian,Low,4.1,45,1.5,1,9
3150,Fava Beans Shrimp baladi,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Seafood,Medium,4.2,110,0.7,7.6,19.7
3165,Stuffed Rice with sauce,"Rice, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Low,3.5,99,2.8,2,16.8
3179,Soup Chicken with onion,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",,Poultry,Medium,3.8,187,7.4,28.3,0
3209,Molokhia Liver spicy,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Meat,Low,3.9,93,4.5,6.5,7
3214,Tray Bake Shrimp fried,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Seafood,Medium,4,228,14.2,16.8,9.7
3271,Molokhia Fava Beans fried,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.3,35,0.2,3.5,6.5
3282,Soup Zucchini baladi,"Zucchini, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Zucchini, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",,Vegetarian,Low,4.3,21,0.4,1.5,3.9
3319,Soup Lentils with sauce,"Lentils, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Lentils, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",,Vegetarian,Medium,4.7,100,1.5,6.5,16.5
3336,Tagine Liver spicy,"Liver, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",,Meat,High,4.1,172,6.5,24.5,0.9
3367,Tray Bake Potato Alexandrian style,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",,Vegetarian,Medium,4.9,150,5.5,3,23
3377,Soup Potato fried,"Potato, Salt, Black pepper, Oil, Onion, Tomato",,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",,Vegetarian,Low,4.8,267,12.8,3.3,35.7
